TAXON;aphiaID;Kingdom;Phylum;Subphylum;Class;Subclass;Superorder;Order;Family;Genus;Subkingdom;Infrakingdom;Species;Infraphylum;Subfamily;Superclass;Suborder;Phylum (Division);Subgenus;Subphylum (Subdivision);Variety;Forma;Infraclass;Subterclass;Superfamily;rank
Schroederella schroederi;149162;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Melosiraceae;Schroederella;NA;NA;Schroederella schroederi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Sclerodinium calyptroglyphe;615516;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Sclerodinium;Harosa;Alveolata;Sclerodinium calyptroglyphe;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Scrippsiella;109545;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Thoracosphaerales;Thoracosphaeraceae;Scrippsiella;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Scrippsiella acuminata;1321853;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Thoracosphaerales;Thoracosphaeraceae;Scrippsiella;Harosa;Alveolata;Scrippsiella acuminata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Scyphosphaera apsteinii;235975;Chromista;Haptophyta;Haptophytina;Coccolithophyceae;Prymnesiophycidae;NA;Zygodiscales;Pontosphaeraceae;Scyphosphaera;Hacrobia;NA;Scyphosphaera apsteinii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Seminavis macilenta;574083;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Seminavis;NA;NA;Seminavis macilenta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Silicoflagellate spp.;157256;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Skeletonema;149073;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Skeletonemaceae;Skeletonema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Skeletonema costatum;149074;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Skeletonemaceae;Skeletonema;NA;NA;Skeletonema costatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Skeletonema marinoi;376667;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Skeletonemaceae;Skeletonema;NA;NA;Skeletonema marinoi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Solenicola setigera;118073;Chromista;Bigyra;NA;Nanomonadea;NA;NA;Uniciliatida;Solenicolidae;Solenicola;Harosa;Heterokonta;Solenicola setigera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Spatangidium heptactis;573599;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Asterolamprales;Asterolampraceae;Spatangidium;NA;NA;Spatangidium heptactis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Spatulodinium;109502;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Kofoidiniaceae;Spatulodinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Spatulodinium pseudonoctiluca;109923;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Noctilucales;Kofoidiniaceae;Spatulodinium;Harosa;Alveolata;Spatulodinium pseudonoctiluca;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Spiraulax jolliffei;232545;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Peridiniales;Peridiniida incertae sedis;Spiraulax;Harosa;Alveolata;Spiraulax jolliffei;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Spirulina;146541;Bacteria;Cyanobacteria;NA;Cyanophyceae;Oscillatoriophycidae;NA;Spirulinales;Spirulinaceae;Spirulina;Negibacteria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Stauroneis;149077;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Stauroneidaceae;Stauroneis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Stauroneis membranacea;149316;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Stauroneidaceae;Stauroneis;NA;NA;Stauroneis membranacea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Steenstrupiella;183545;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Tintinnidae;Steenstrupiella;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Stenosemella;178825;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Codonellopsidae;Stenosemella;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Stephanopyxis;149630;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Stephanopyxidaceae;Stephanopyxis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Stephanopyxis palmeriana;231888;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Stephanopyxidaceae;Stephanopyxis;NA;NA;Stephanopyxis palmeriana;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Stephanopyxis turris;149631;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Coscinodiscanae;Melosirales;Stephanopyxidaceae;Stephanopyxis;NA;NA;Stephanopyxis turris;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Striatella;149176;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Striatella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Striatella unipunctata;149177;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Striatellales;Striatellaceae;Striatella;NA;NA;Striatella unipunctata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Strobilidium;101185;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Strobilidiidae;Strobilidium;Harosa;Alveolata;NA;NA;NA;NA;Strobilidiina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Subsilicea fragilarioides;345526;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Biddulphianae;Hemiaulales;Bellerocheaceae;Subsilicea;NA;NA;Subsilicea fragilarioides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Sundstroemia;1590705;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Rhizosolenianae;Rhizosoleniales;Rhizosoleniaceae;Sundstroemia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Surirella;149084;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Surirellales;Surirellaceae;Surirella;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Surirella fastuosa;149615;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Surirellales;Surirellaceae;Surirella;NA;NA;Surirella fastuosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Synechococcales;345514;Bacteria;Cyanobacteria;NA;Cyanophyceae;Synechococcophycidae;NA;Synechococcales;NA;NA;Negibacteria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
Synedra;149186;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Synedra fulgens;163712;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedra;NA;NA;Synedra fulgens;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Synedra toxoneides;176249;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedra;NA;NA;Synedra toxoneides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Synedra toxoneides var. curvata;251726;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedra;NA;NA;Synedra toxoneides;NA;NA;NA;NA;NA;NA;NA;Synedra toxoneides var. curvata;NA;NA;NA;NA;Variety
Synedra ulna;149187;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedra;NA;NA;Synedra ulna;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Synedropsis hyperboreoides;341536;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Fragilariales;Fragilariaceae;Synedropsis;NA;NA;Synedropsis hyperboreoides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Synura;178594;Chromista;Ochrophyta;NA;Chrysophyceae;NA;NA;Synurales;Mallomonadaceae;Synura;Harosa;Heterokonta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Syracosphaera pulchra;235979;Chromista;Haptophyta;Haptophytina;Coccolithophyceae;Prymnesiophycidae;NA;Syracosphaerales;Syracosphaeraceae;Syracosphaera;Hacrobia;NA;Syracosphaera pulchra;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Tabellaria;149333;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Tabellariales;Tabellariaceae;Tabellaria;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Tabellaria fenestrata;149334;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Tabellariales;Tabellariaceae;Tabellaria;NA;NA;Tabellaria fenestrata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Takayama pulchella;233084;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Brachidiniaceae;Takayama;Harosa;Alveolata;Takayama pulchella;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Telonema;118028;Chromista;Cryptophyta;NA;Telonemea;NA;NA;Telonemida;NA;Telonema;Hacrobia;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Tenuicylindrus;836564;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Chaetocerotanae;Leptocylindrales;Leptocylindraceae;Tenuicylindrus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Tetramphora decussata;1307994;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Tetraselmis;134526;Plantae;NA;NA;Chlorodendrophyceae;NA;NA;Chlorodendrales;Chlorodendraceae;Tetraselmis;Viridiplantae;NA;NA;NA;NA;NA;NA;Chlorophyta;NA;Chlorophytina;NA;NA;NA;NA;NA;Genus
Thalassionema;149092;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassionema;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Thalassionema bacillare;418647;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassionema;NA;NA;Thalassionema bacillare;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassionema frauenfeldii;555052;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassionema;NA;NA;Thalassionema frauenfeldii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassionema nitzschioides;149093;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassionema;NA;NA;Thalassionema nitzschioides;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiophysa hyalina;176371;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Thalassiophysales;Thalassiophysaceae;Thalassiophysa;NA;NA;Thalassiophysa hyalina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiophysa rhipidis;418462;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Thalassiophysales;Thalassiophysaceae;Thalassiophysa;NA;NA;Thalassiophysa rhipidis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira;148912;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Thalassiosira < 10 µm;148912;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thalassiosira aestivalis;345529;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira aestivalis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira angulata;148913;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira angulata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira anguste-lineata;148914;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira anguste-lineata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira baltica;156690;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira baltica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira bioculata;232093;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira bioculata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira bulbosa;567118;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira bulbosa;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira conferta;549221;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira conferta;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira curviseriata;345532;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira curviseriata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira decipiens;148919;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Thalassiosira delicatula;555264;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira delicatula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira eccentrica;148922;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira eccentrica;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira fallax;149160;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira fallax;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira gravida;149102;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira gravida;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira hendeyi;148923;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira hendeyi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira hyalina;149100;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira hyalina;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira levanderi;149308;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira levanderi;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira mediterranea;345547;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira mediterranea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira minima;148925;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira minima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira minuscula;555293;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira minuscula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira nordenskioeldii;148931;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira nordenskioeldii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira punctigera;148936;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira punctigera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira rotula;148942;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira rotula;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira subtilis;149101;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira subtilis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira tenera;345550;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira tenera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosira weissflogii;163513;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;Thalassiosira;NA;NA;Thalassiosira weissflogii;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiosiraceae;148904;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;Thalassiosiraceae;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Thalassiosirales;148903;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Coscinodiscophycidae;Thalassiosiranae;Thalassiosirales;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Order
Thalassiothrix;157081;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassiothrix;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Thalassiothrix longissima;157083;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassiothrix;NA;NA;Thalassiothrix longissima;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thalassiothrix mediterranea;248060;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Thalassionematales;Thalassionemataceae;Thalassiothrix;NA;NA;Thalassiothrix mediterranea;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Thoracosphaeraceae;109438;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Thoracosphaerales;Thoracosphaeraceae;NA;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Family
Tiarina;247913;Chromista;Ciliophora;Intramacronucleata;Prostomatea;NA;NA;Prorodontida;Colepidae;Tiarina;Harosa;Alveolata;NA;Ventrata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Tintinnina;732976;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;NA;NA;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Suborder
Tintinnopsis;163780;Chromista;Ciliophora;Intramacronucleata;Oligotrichea;Oligotrichia;NA;Choreotrichida;Codonellidae;Tintinnopsis;Harosa;Alveolata;NA;NA;NA;NA;Tintinnina;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Torodinium;109479;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Torodinium;Harosa;Alveolata;NA;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Torodinium robustum;109889;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Torodinium;Harosa;Alveolata;Torodinium robustum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Torodinium teredo;109890;Chromista;Myzozoa;Dinozoa;Dinophyceae;NA;NA;Gymnodiniales;Gymnodiniaceae;Torodinium;Harosa;Alveolata;Torodinium teredo;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Toxarium;248074;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Toxariales;Toxariaceae;Toxarium;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Toxarium hennedyanum;248076;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Toxariales;Toxariaceae;Toxarium;NA;NA;Toxarium hennedyanum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Toxarium undulatum;248075;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Fragilariophycidae;Fragilariophycanae;Toxariales;Toxariaceae;Toxarium;NA;NA;Toxarium undulatum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Trachyneis;149146;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Trachyneis;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Genus
Trachyneis aspera;149147;Chromista;Heterokontophyta;Bacillariophytina;Bacillariophyceae;Bacillariophycidae;Bacillariophycanae;Naviculales;Naviculaceae;Trachyneis;NA;NA;Trachyneis aspera;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
Triadinium polyedricum;196828;Chromista;Myzozoa;Dinozoa;Dinophyceae;Peridiniphycidae;NA;Gonyaulacales;Goniodomataceae;Triadinium;Harosa;Alveolata;Triadinium polyedricum;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Species
